0,1637.77
1,735.426
2,645.1
3,578.183
4,520.528
5,472.272
6,431.517
7,396.04
8,364.476
9,336.267
10,311.184
11,288.914
12,268.927
13,250.586
14,233.324
15,216.782
16,200.896
17,185.907
18,172.204
19,160.078
20,149.587
21,140.602
22,132.917
23,126.32
24,120.622
25,115.664
26,111.315
27,107.472
28,104.054
29,100.997
30,98.2504
31,95.7728
32,93.5294
33,91.4914
34,89.634
35,87.9363
36,86.3804
37,84.951
38,83.6347
39,82.4201
40,81.297
41,80.257
42,79.2922
43,78.3961
44,77.5629
45,76.7874
46,76.0651
47,75.3918
48,74.7637
49,74.1774
50,73.6295
51,73.117
52,72.637
53,72.1867
54,71.7635
55,71.3649
56,70.9887
57,70.6325
58,70.2945
59,69.9729
60,69.6657
61,69.3715
62,69.0888
63,68.8162
64,68.5525
65,68.2964
66,68.0469
67,67.8029
68,67.5635
69,67.3277
70,67.0948
71,66.864
72,66.6345
73,66.4055
74,66.1765
75,65.9467
76,65.7156
77,65.4825
78,65.2468
79,65.0079
80,64.7653
81,64.5184
82,64.2664
83,64.0088
84,63.7448
85,63.4737
86,63.1946
87,62.9068
88,62.6091
89,62.3007
90,61.9803
91,61.6467
92,61.2988
93,60.9352
94,60.5547
95,60.1561
96,59.7384
97,59.3006
98,58.8424
99,58.3636
100,57.8646
101,57.3464
102,56.8106
103,56.2593
104,55.6952
105,55.1215
106,54.5416
107,53.9591
108,53.3777
109,52.8009
110,52.2321
111,51.6744
112,51.1306
113,50.6031
114,50.0937
115,49.6042
116,49.1354
117,48.6881
118,48.2624
119,47.858
120,47.4744
121,47.1107
122,46.7657
123,46.4379
124,46.1259
125,45.828
126,45.5425
127,45.2675
128,45.0013
129,44.7422
130,44.4884
131,44.2381
132,43.9898
133,43.7419
134,43.4927
135,43.241
136,42.9854
137,42.7247
138,42.4578
139,42.184
140,41.9024
141,41.6128
142,41.315
143,41.0092
144,40.6959
145,40.3759
146,40.0505
147,39.7213
148,39.39
149,39.0589
150,38.7301
151,38.4062
152,38.0893
153,37.7817
154,37.4855
155,37.2022
156,36.9332
157,36.6793
158,36.4411
159,36.2186
160,36.0116
161,35.8195
162,35.6417
163,35.4771
164,35.3248
165,35.1839
166,35.0533
167,34.932
168,34.8192
169,34.714
170,34.6156
171,34.5233
172,34.4366
173,34.3548
174,34.2775
175,34.2042
176,34.1346
177,34.0682
178,34.0049
179,33.9442
180,33.886
181,33.8301
182,33.7762
183,33.7242
184,33.6738
185,33.625
186,33.5776
187,33.5314
188,33.4864
189,33.4424
190,33.3994
191,33.3571
192,33.3157
193,33.2748
194,33.2346
195,33.1949
196,33.1556
197,33.1167
198,33.0782
199,33.04
200,33.002
201,32.9643
202,32.9267
203,32.8893
204,32.8522
205,32.8152
206,32.7783
207,32.7417
208,32.7052
209,32.669
210,32.633
211,32.5973
212,32.562
213,32.5269
214,32.4923
215,32.458
